,MMM-YY,Emp_ID,Age,Gender,Salary,Dateofjoining,LastWorkingDate,Total Business Value,Quarterly Rating,Attrition,WorkingDays,City_C10,City_C11,City_C12,City_C13,City_C14,City_C15,City_C16,City_C17,City_C18,City_C19,City_C2,City_C20,City_C21,City_C22,City_C23,City_C24,City_C25,City_C26,City_C27,City_C28,City_C29,City_C3,City_C4,City_C5,City_C6,City_C7,City_C8,City_C9,Edu_College,Edu_Master,JoinDesignation_2,JoinDesignation_3,JoinDesignation_4,JoinDesignation_5,Designation_2,Designation_3,Designation_4,Designation_5,Difference_Designation_1,Difference_Designation_2,Difference_Designation_3,Difference_Designation_4
1065,2017-01-01,1250,40,0,55519,2015-05-22,2017-01-27,319553.07692307694,2.1538461538461537,1,616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066,2017-01-01,1251,38,0,130277,2016-07-04,2017-01-16,141145.7142857143,1.0,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1067,2017-10-01,1252,24,0,47117,2017-05-30,2017-10-13,100084.0,1.0,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1068,2017-05-01,1255,41,1,84791,2017-04-24,2017-05-18,0.0,1.0,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1069,2016-11-01,1258,29,0,98630,2016-07-21,2016-11-01,12400.0,1.0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1070,2017-12-01,1259,39,1,72550,2015-05-07,2017-12-01,866362.5,3.0,0,939,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1071,2016-04-01,1260,31,0,15520,2015-12-28,2016-04-26,0.0,1.0,1,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,2016-05-01,1261,29,1,73103,2013-11-25,2016-05-14,290426.0,1.6,1,901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1073,2016-01-01,1262,31,1,66074,2015-06-16,2016-01-02,0.0,1.0,1,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1074,2017-12-01,1263,38,1,62041,2016-12-12,2017-12-01,2274017.6923076925,3.076923076923077,0,354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1075,2016-05-01,1264,27,0,77369,2013-04-29,2016-05-02,289062.0,1.0,1,1099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1076,2017-12-01,1265,35,1,60358,2015-06-24,2017-12-01,445949.5833333333,2.125,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1077,2017-12-01,1267,30,1,35658,2016-10-31,2017-12-01,531440.0,2.5,0,396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1078,2017-12-01,1268,38,1,66569,2017-09-01,2017-12-01,195870.0,1.75,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1079,2016-12-01,1269,37,0,98306,2013-04-27,2016-12-16,784266.6666666666,2.75,1,1329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1080,2017-12-01,1271,39,0,108122,2015-08-31,2017-12-01,1442923.3333333333,2.0,0,823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1081,2017-08-01,1272,32,0,38456,2017-07-18,2017-07-29,0.0,1.0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1082,2017-12-01,1273,32,0,72186,2017-12-07,2017-12-01,0.0,1.0,0,-6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1083,2017-12-01,1274,54,1,145861,2015-06-08,2017-12-01,2124457.0833333335,3.375,0,907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1084,2016-01-01,1275,30,0,10883,2015-09-23,2016-01-25,0.0,1.0,1,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,2017-12-01,1276,37,1,42785,2016-10-21,2017-12-01,93442.66666666667,1.2,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,2016-11-01,1277,32,1,53471,2016-05-06,2016-11-21,62660.0,1.0,1,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1087,2017-08-01,1278,31,1,78444,2017-04-11,2017-07-29,0.0,1.0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1088,2016-02-01,1279,24,0,34521,2015-10-26,2016-02-09,125000.0,1.0,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,2016-05-01,1280,41,0,100150,2015-10-10,2016-05-09,273684.0,1.0,1,212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1090,2016-12-01,1281,29,1,65870,2016-08-29,2016-12-12,68055.0,1.0,1,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1091,2017-12-01,1283,28,0,50693,2016-07-30,2017-12-01,373997.0588235294,1.5294117647058822,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1092,2017-12-01,1284,28,0,53931,2016-11-14,2017-12-01,359020.0,2.0714285714285716,0,382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,2016-09-01,1285,31,1,55419,2015-10-27,2016-09-12,267181.1111111111,1.6666666666666667,1,321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1094,2017-12-01,1286,35,1,81271,2017-10-02,2017-12-01,240956.66666666666,2.0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1095,2016-08-01,1287,26,0,52789,2015-05-28,2016-08-10,153432.5,1.375,1,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,2016-12-01,1288,34,1,94237,2016-10-05,2016-12-05,0.0,1.0,1,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1097,2017-08-01,1289,37,1,39644,2015-05-30,2017-07-29,384327.5,2.3,1,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1098,2017-12-01,1290,37,0,27467,2016-08-15,2017-12-01,327377.64705882355,2.0588235294117645,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,2017-12-01,1294,23,1,89580,2017-09-28,2017-12-01,87663.33333333333,1.0,0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1100,2016-03-01,1295,31,1,51643,2013-04-29,2016-03-17,-4770.0,1.0,1,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1101,2016-02-01,1296,26,1,50803,2015-06-06,2016-02-03,110420.0,1.0,1,242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1102,2016-04-01,1297,38,0,18106,2015-12-07,2016-04-12,107020.0,1.0,1,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,2017-09-01,1298,36,0,72219,2016-07-04,2017-09-27,290664.0,1.6,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1104,2017-04-01,1300,35,1,39823,2016-11-02,2017-04-21,58333.333333333336,1.0,1,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,2017-09-01,1301,33,1,74620,2016-07-11,2017-09-06,176614.66666666666,1.4,1,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1106,2017-03-01,1303,33,0,78813,2016-10-26,2017-03-13,58333.333333333336,1.0,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1107,2017-01-01,1304,27,0,32574,2016-07-30,2017-01-02,58560.0,1.0,1,156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,2016-03-01,1305,25,0,21150,2015-10-08,2016-03-17,210806.66666666666,1.0,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,2016-05-01,1306,35,0,26928,2015-05-22,2016-05-21,361162.0,1.6,1,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,2016-05-01,1307,35,1,55638,2016-05-04,2016-05-10,0.0,1.0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1111,2016-12-01,1308,36,1,58027,2016-09-05,2016-11-29,0.0,1.0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1112,2017-03-01,1309,34,1,70921,2016-04-04,2017-03-03,208233.33333333334,1.5,1,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1113,2016-05-01,1312,21,0,22115,2015-05-30,2016-05-19,115948.0,1.0,1,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,2016-01-01,1314,28,1,36070,2015-05-20,2016-01-25,0.0,1.0,1,250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1115,2017-03-01,1315,34,1,66225,2016-04-25,2017-03-02,229049.16666666666,1.75,1,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1116,2017-12-01,1316,34,0,75773,2015-10-23,2017-12-01,1576414.5833333333,3.625,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1117,2016-10-01,1318,29,1,111414,2016-08-16,2016-10-13,0.0,1.0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1118,2017-10-01,1319,40,0,25178,2017-01-19,2017-10-23,283620.0,1.6,1,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,2017-06-01,1320,36,1,67498,2017-01-02,2017-06-19,210800.0,1.0,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1120,2017-11-01,1321,34,1,76396,2017-05-22,2017-11-22,71554.28571428571,1.0,1,184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1121,2017-12-01,1322,28,1,48963,2017-09-28,2017-12-01,83346.66666666667,1.0,0,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1122,2017-02-01,1323,44,0,67140,2016-08-04,2017-01-30,250337.14285714287,1.8571428571428572,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,2017-12-01,1324,38,1,57190,2017-11-28,2017-12-01,0.0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1124,2017-12-01,1325,34,1,69401,2017-09-04,2017-12-01,125215.0,1.0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1125,2017-06-01,1326,28,0,41463,2016-10-14,2017-06-13,142521.11111111112,1.3333333333333333,1,242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,2017-12-01,1327,40,0,37413,2016-06-20,2017-12-01,1789402.105263158,3.6842105263157894,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1127,2017-12-01,1328,26,0,39790,2017-11-29,2017-12-01,0.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,2016-01-01,1329,31,1,70088,2015-09-10,2015-12-31,0.0,1.0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1129,2016-11-01,1330,46,0,116163,2014-07-11,2016-11-19,1134248.1818181819,1.8181818181818181,1,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1130,2016-06-01,1331,39,0,17493,2015-09-29,2016-06-21,79726.66666666667,1.0,1,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,2017-12-01,1333,34,0,43026,2017-09-28,2017-12-21,0.0,1.0,1,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1132,2017-12-01,1334,40,1,107712,2016-07-18,2017-12-01,1380984.4444444445,2.5,0,501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1133,2017-12-01,1335,34,1,157124,2012-08-13,2017-12-01,977959.5833333334,2.5,0,1936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1134,2017-08-01,1336,28,1,76525,2017-05-29,2017-07-29,0.0,1.0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1135,2016-10-01,1337,50,0,55465,2012-07-23,2016-10-01,259167.0,1.6,1,1531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1136,2017-06-01,1338,33,1,33154,2017-02-01,2017-06-19,136118.0,1.0,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1137,2017-01-01,1339,30,1,24291,2016-10-25,2017-01-01,0.0,1.0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,2016-03-01,1340,32,1,70038,2015-11-18,2016-03-17,33396.666666666664,1.0,1,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1139,2017-12-01,1341,35,1,53117,2017-07-31,2017-12-01,166502.0,1.6,0,123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1140,2017-07-01,1342,32,0,31057,2016-11-24,2017-07-18,89671.11111111111,1.0,1,236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1141,2017-02-01,1343,36,0,75417,2010-10-01,2017-02-10,581242.1428571428,1.8571428571428572,1,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1142,2017-12-01,1345,29,1,15186,2017-07-18,2017-12-01,72156.66666666667,1.0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1143,2016-08-01,1347,31,1,54901,2016-05-27,2016-08-05,0.0,1.0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1144,2016-12-01,1348,36,1,58052,2016-06-23,2016-12-12,78790.0,1.0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1145,2017-01-01,1349,33,1,67126,2014-08-19,2017-01-16,375170.0,1.6923076923076923,1,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1146,2016-01-01,1350,39,1,43705,2015-06-12,2016-01-08,0.0,1.0,1,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1147,2017-12-01,1351,27,1,74837,2017-11-07,2017-12-01,0.0,1.0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1148,2017-12-01,1352,33,1,99415,2017-08-01,2017-11-29,38208.0,1.0,1,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1149,2016-05-01,1353,44,1,49049,2015-06-09,2016-05-07,149830.0,1.0,1,333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1150,2016-09-01,1354,34,0,54212,2015-10-09,2016-09-21,1298494.4444444445,2.0,1,348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1151,2017-06-01,1356,31,0,29306,2016-08-08,2017-06-21,148966.36363636365,1.2727272727272727,1,317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1152,2017-02-01,1357,39,1,105400,2017-01-13,2017-02-09,0.0,1.0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1153,2017-12-01,1358,32,1,44463,2017-12-05,2017-12-01,0.0,1.0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1154,2016-09-01,1359,31,1,52007,2016-07-05,2016-08-29,0.0,1.0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1155,2017-06-01,1360,32,1,107592,2016-11-30,2017-06-14,438388.5714285714,1.0,1,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1156,2016-05-01,1361,40,1,26796,2015-11-21,2016-05-02,113240.0,1.0,1,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1157,2016-12-01,1362,29,1,72843,2016-09-28,2016-12-21,0.0,1.0,1,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1158,2017-05-01,1363,45,0,32736,2012-07-26,2017-05-16,742857.6470588235,2.235294117647059,1,1755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1159,2017-08-01,1364,43,0,87325,2017-04-11,2017-07-29,113288.0,1.0,1,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1160,2016-12-01,1365,30,1,25483,2016-05-25,2016-12-06,190740.0,1.75,1,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,2017-12-01,1366,39,1,17496,2017-09-19,2017-12-05,0.0,1.0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1162,2016-07-01,1369,29,0,54231,2015-01-01,2016-07-20,228807.14285714287,1.4285714285714286,1,566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,2017-12-01,1370,37,0,66350,2015-05-22,2017-12-01,529477.0833333334,2.625,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1164,2017-12-01,1371,27,1,28447,2015-06-27,2017-12-15,734195.8333333334,3.25,1,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,2017-12-01,1372,31,0,37695,2017-07-17,2017-12-01,399556.6666666667,2.5,0,137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1166,2016-09-01,1373,34,1,47651,2016-06-06,2016-09-26,90750.0,1.0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
