,MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating,Attrtion,WorkingDays
1265,2017-06-01,1485,25,Male,C21,Bachelor,46010,2017-03-29,2017-06-19,1,1,0.0,1.0,True,82
1266,2017-12-01,1486,45,Female,C15,College,81172,2013-12-09,2017-12-01,1,4,1215879.1666666667,1.875,False,1453
1267,2016-09-01,1487,30,Male,C26,Master,23299,2015-12-28,2016-09-06,1,1,219973.33333333334,1.6666666666666667,True,253
1268,2017-12-01,1489,29,Male,C8,Bachelor,39403,2017-08-18,2017-12-01,2,2,282100.0,2.2,False,105
1269,2017-10-01,1490,39,Female,C21,College,71142,2017-03-20,2017-10-04,2,2,146788.75,1.375,True,198
1270,2017-08-01,1491,26,Male,C20,Bachelor,56936,2017-04-18,2017-07-29,2,2,0.0,1.0,True,102
1271,2017-12-01,1492,42,Male,C1,College,130279,2017-10-04,2017-11-28,3,3,0.0,1.0,True,55
1272,2017-06-01,1493,27,Male,C19,Master,64476,2016-07-21,2017-06-22,1,1,393507.5,2.25,True,336
1273,2016-01-01,1494,32,Female,C18,College,34356,2015-05-09,2016-01-07,1,1,0.0,1.0,True,243
1274,2017-12-01,1495,30,Male,C22,Master,97212,2017-06-29,2017-12-01,2,2,148300.0,1.5,False,155
1275,2017-09-01,1498,28,Female,C12,College,49570,2017-05-04,2017-09-27,2,2,0.0,1.0,True,146
1276,2017-09-01,1500,31,Male,C18,Master,86551,2017-06-13,2017-09-12,3,3,31940.0,1.0,True,91
1277,2017-12-01,1501,38,Male,C5,Master,73316,2017-11-17,2017-12-01,3,3,0.0,1.0,False,14
1278,2017-02-01,1502,35,Female,C21,Master,64780,2016-09-28,2017-01-31,2,2,30006.0,1.0,True,125
1279,2017-12-01,1504,50,Male,C8,Master,31555,2015-03-02,2017-12-01,2,2,734360.8333333334,2.875,False,1005
1280,2017-12-01,1505,27,Female,C22,Bachelor,69831,2017-07-03,2017-12-01,3,3,175498.33333333334,1.5,False,151
1281,2016-11-01,1506,31,Female,C14,Bachelor,57107,2016-08-15,2016-11-21,1,1,0.0,1.0,True,98
1282,2016-01-01,1507,39,Female,C19,Master,60780,2015-10-28,2016-01-25,2,2,0.0,1.0,True,89
1283,2016-10-01,1508,33,Male,C23,College,108452,2010-07-21,2016-10-28,2,3,800025.0,2.5,True,2291
1284,2017-09-01,1509,35,Male,C27,Bachelor,79222,2016-07-20,2017-08-30,2,2,733170.7142857143,2.2857142857142856,True,406
1285,2017-12-01,1510,28,Female,C16,Bachelor,92375,2014-07-14,2017-12-01,1,3,533187.5,1.875,False,1236
1286,2016-12-01,1512,32,Male,C23,Bachelor,49957,2016-05-05,2016-12-20,2,2,217717.5,1.625,True,229
1287,2016-06-01,1513,25,Female,C28,College,19448,2015-07-06,2016-06-03,1,2,519543.3333333333,2.0,True,333
1288,2017-12-01,1514,32,Male,C20,College,54667,2017-08-01,2017-12-01,3,3,128128.0,1.0,False,122
1289,2017-12-01,1515,36,Male,C24,Master,84573,2017-10-31,2017-12-01,3,3,0.0,1.0,False,31
1290,2016-12-01,1516,35,Female,C12,Master,75453,2016-07-07,2016-12-15,2,2,109768.33333333333,1.5,True,161
1291,2016-06-01,1517,42,Female,C11,Master,125545,2012-09-20,2016-06-02,1,3,750825.0,1.5,True,1351
1292,2017-12-01,1518,36,Female,C15,Master,113064,2017-09-01,2017-12-01,3,3,75052.5,1.0,False,91
1293,2016-12-01,1520,32,Male,C5,Master,64559,2010-10-30,2016-12-14,1,2,486646.6666666667,2.25,True,2237
1294,2017-12-01,1521,31,Male,C20,Bachelor,31401,2017-12-07,2017-12-01,1,1,0.0,1.0,False,-6
1295,2017-11-01,1522,30,Female,C6,Master,64606,2017-05-08,2017-11-21,2,2,228241.42857142858,1.8571428571428572,True,197
1296,2017-03-01,1523,28,Female,C2,Master,35116,2017-01-03,2017-03-13,1,1,0.0,1.0,True,69
1297,2016-07-01,1524,35,Female,C13,College,44784,2015-09-24,2016-07-07,2,2,205590.0,1.4285714285714286,True,287
1298,2016-03-01,1525,28,Female,C13,College,61884,2015-08-17,2016-03-28,2,2,237306.66666666666,1.0,True,224
1299,2017-12-01,1526,34,Male,C1,Master,60087,2013-12-24,2017-12-01,1,1,584447.0833333334,3.0,False,1438
1300,2017-12-01,1527,31,Male,C5,Master,82042,2017-05-08,2017-12-01,2,2,24615.0,1.0,False,207
1301,2016-03-01,1528,42,Male,C25,Master,76707,2015-11-30,2016-02-29,2,2,0.0,1.0,True,91
1302,2017-12-01,1529,37,Female,C5,College,20523,2017-11-07,2017-12-01,1,1,0.0,1.0,False,24
1303,2017-09-01,1530,27,Male,C20,Master,44841,2017-07-25,2017-09-27,1,1,0.0,1.0,True,64
1304,2016-03-01,1531,31,Male,C25,Master,46001,2014-01-21,2016-03-23,2,2,106816.66666666667,1.0,True,792
1305,2017-12-01,1532,37,Male,C2,Bachelor,48555,2016-09-15,2017-12-01,2,2,204260.0,1.375,False,442
1306,2017-11-01,1533,32,Female,C22,College,74305,2017-09-21,2017-11-13,3,3,0.0,1.0,True,53
1307,2017-07-01,1534,30,Female,C26,College,96076,2017-02-23,2017-06-30,3,3,554833.3333333334,1.6666666666666667,True,127
1308,2016-09-01,1536,27,Male,C15,Master,39731,2016-07-19,2016-08-30,1,1,0.0,1.0,True,42
1309,2017-01-01,1540,32,Male,C5,Master,44949,2013-04-29,2017-01-11,1,2,845407.6923076923,2.6923076923076925,True,1353
1310,2017-09-01,1541,40,Male,C4,College,48956,2017-05-15,2017-09-21,1,1,165120.0,1.6,True,129
1311,2016-02-01,1542,39,Female,C6,College,42300,2015-11-13,2016-02-18,1,1,0.0,1.0,True,97
1312,2016-01-01,1543,44,Male,C4,Bachelor,31948,2015-06-18,2016-01-16,1,1,0.0,1.0,True,212
1313,2017-03-01,1544,37,Male,C13,Bachelor,90123,2016-10-31,2017-03-13,2,2,70000.0,1.0,True,133
1314,2017-05-01,1547,33,Female,C13,Master,57863,2017-01-02,2017-05-05,2,2,160708.0,1.0,True,123
1315,2016-05-01,1548,28,Male,C20,Bachelor,35090,2015-10-19,2016-05-14,1,1,378748.0,2.2,True,208
1316,2017-12-01,1549,36,Female,C21,Bachelor,95945,2012-08-30,2017-12-01,1,3,902513.75,2.75,False,1919
1317,2017-12-01,1550,30,Male,C2,Bachelor,25552,2017-10-03,2017-12-01,2,2,161226.66666666666,1.0,False,59
1318,2017-03-01,1553,45,Female,C1,College,24821,2016-06-23,2017-03-06,1,1,155339.0,1.6,True,256
1319,2016-06-01,1555,29,Male,C23,Bachelor,42317,2015-06-23,2016-06-22,1,1,678538.3333333334,3.0,True,365
1320,2017-09-01,1556,31,Female,C26,College,21762,2017-06-08,2017-09-19,1,1,0.0,1.0,True,103
1321,2016-09-01,1557,32,Male,C12,Master,47379,2016-05-23,2016-09-12,1,1,29100.0,1.0,True,112
1322,2016-06-01,1558,31,Male,C22,College,34561,2015-09-29,2016-06-20,2,2,534995.0,2.0,True,265
1323,2016-09-01,1559,38,Female,C14,Master,62853,2015-06-25,2016-09-22,1,1,295732.22222222225,2.0,True,455
1324,2017-08-01,1560,37,Male,C7,Bachelor,44999,2012-08-13,2017-07-29,1,2,473029.5,2.15,True,1811
1325,2017-05-01,1561,31,Male,C25,College,30292,2016-11-15,2017-05-01,1,1,55151.42857142857,1.0,False,167
1326,2016-05-01,1562,25,Female,C17,Master,31361,2015-06-10,2016-05-09,1,1,270028.0,1.6,True,334
1327,2017-12-01,1563,42,Female,C27,Master,35176,2016-06-21,2017-12-01,2,2,466150.0,2.1052631578947367,False,528
1328,2017-04-01,1565,36,Female,C9,Bachelor,30310,2015-10-23,2017-04-12,1,1,356162.5,2.3125,True,537
1329,2017-09-01,1566,31,Female,C6,College,59451,2017-06-28,2017-09-25,3,3,0.0,1.0,True,89
1330,2016-11-01,1567,36,Male,C22,Bachelor,46726,2016-07-29,2016-11-26,3,3,37900.0,1.0,True,120
1331,2017-12-01,1568,34,Male,C20,Bachelor,70455,2017-12-11,2017-12-01,2,2,0.0,1.0,False,-10
1332,2017-07-01,1569,25,Male,C21,Master,56760,2015-05-13,2017-06-29,1,1,338126.3157894737,2.1052631578947367,True,778
1333,2016-12-01,1570,33,Female,C21,Master,72503,2016-10-31,2016-12-07,2,2,0.0,1.0,True,37
1334,2016-12-01,1571,23,Male,C16,Master,54632,2016-09-28,2016-11-30,1,1,0.0,1.0,True,63
1335,2016-07-01,1572,30,Male,C8,College,21245,2016-06-06,2016-06-29,2,2,0.0,1.0,True,23
1336,2017-12-01,1573,30,Female,C8,Bachelor,62349,2012-07-30,2017-12-01,1,2,804208.75,2.875,False,1950
1337,2016-11-01,1574,27,Male,C14,College,72839,2016-06-28,2016-11-22,2,2,0.0,1.0,True,147
1338,2016-09-01,1575,34,Male,C15,Master,111621,2016-08-30,2016-09-22,3,3,0.0,1.0,True,23
1339,2017-11-01,1576,29,Male,C26,Master,71740,2017-04-04,2017-10-30,3,3,662611.25,2.75,True,209
1340,2016-12-01,1577,32,Female,C24,College,43963,2016-09-17,2016-12-01,2,2,0.0,1.0,True,75
1341,2017-02-01,1578,42,Male,C13,Master,54922,2015-10-05,2017-02-09,2,2,491942.85714285716,2.2857142857142856,True,493
1342,2017-12-01,1579,24,Male,C10,College,32779,2016-12-10,2017-12-01,1,1,559798.4615384615,2.6153846153846154,False,356
1343,2017-01-01,1580,27,Male,C27,College,23149,2016-09-05,2017-01-04,2,2,0.0,1.0,True,121
1344,2016-07-01,1581,29,Male,C15,College,25873,2016-06-30,2016-06-30,1,1,0.0,1.0,True,0
1345,2016-06-01,1582,39,Male,C3,Bachelor,52711,2015-08-31,2016-06-20,2,2,443298.3333333333,2.0,True,294
1346,2016-01-01,1583,27,Female,C16,College,12456,2015-05-07,2016-01-11,1,1,0.0,1.0,True,249
1347,2017-05-01,1585,48,Male,C7,Bachelor,117644,2010-06-16,2017-05-27,2,4,1056916.4705882352,1.5294117647058822,True,2537
1348,2017-12-01,1586,30,Female,C6,College,75643,2017-09-20,2017-12-01,2,2,0.0,1.0,False,72
1349,2016-07-01,1587,46,Female,C20,College,48111,2015-02-17,2016-07-09,2,2,429938.5714285714,1.8571428571428572,True,508
1350,2017-12-01,1588,42,Male,C5,Bachelor,84516,2012-09-20,2017-12-01,1,2,814994.1666666666,3.125,False,1898
1351,2016-06-01,1589,39,Male,C15,Master,55037,2015-10-26,2016-06-08,3,3,243675.0,1.0,True,226
1352,2017-09-01,1590,31,Female,C17,College,38396,2017-06-05,2017-09-08,2,2,0.0,1.0,True,95
1353,2016-01-01,1591,28,Male,C19,Bachelor,43897,2015-12-16,2016-01-25,2,2,0.0,1.0,True,40
1354,2017-12-01,1592,25,Female,C29,Master,58051,2017-05-03,2017-12-01,1,1,414152.5,2.375,False,212
1355,2017-12-01,1593,27,Male,C28,College,49886,2017-11-23,2017-12-11,2,2,0.0,1.0,True,18
1356,2017-12-01,1594,33,Male,C20,Bachelor,76101,2017-07-31,2017-12-01,3,3,90140.0,1.0,False,123
1357,2016-08-01,1595,29,Male,C22,Bachelor,27572,2015-08-04,2016-08-27,1,1,284110.0,2.25,True,389
1358,2016-09-01,1597,38,Female,C17,Bachelor,54600,2012-05-31,2016-09-19,2,2,279177.77777777775,2.0,True,1572
1359,2017-12-01,1598,35,Male,C20,Master,95284,2016-10-04,2017-12-01,4,4,828238.6666666666,1.6,False,423
1360,2017-12-01,1599,30,Female,C9,Master,108812,2017-07-04,2017-12-01,3,3,50200.0,1.0,False,150
1361,2017-07-01,1600,37,Male,C14,Master,83083,2016-08-13,2017-07-10,3,3,510439.1666666667,2.5,True,331
1362,2017-01-01,1601,31,Male,C12,College,59932,2016-08-29,2017-01-19,2,2,0.0,1.0,True,143
1363,2016-07-01,1602,38,Male,C10,College,22645,2015-09-12,2016-06-29,1,1,145270.0,1.4285714285714286,True,291
1364,2016-01-01,1603,28,Female,C20,Master,66465,2015-10-14,2016-01-23,1,1,0.0,1.0,True,101
1365,2017-12-01,1605,42,Male,C16,College,50832,2017-05-05,2017-12-01,1,1,540063.75,3.0,False,210
1366,2017-12-01,1606,44,Female,C12,Bachelor,99127,2011-08-22,2017-12-01,1,3,950000.8333333334,2.75,False,2293
1367,2017-08-01,1607,26,Male,C15,Master,77477,2017-01-10,2017-07-29,3,3,501877.5,1.75,True,200
1368,2017-04-01,1609,22,Female,C5,College,12987,2016-11-29,2017-04-13,1,1,0.0,1.0,True,135
1369,2016-12-01,1610,38,Male,C7,Bachelor,116218,2016-05-30,2016-12-26,2,4,153232.85714285713,1.0,True,210
1370,2016-09-01,1611,31,Male,C4,Bachelor,23537,2015-01-08,2016-09-21,1,1,512184.44444444444,2.3333333333333335,True,622
1371,2017-12-01,1612,35,Male,C27,College,69697,2015-10-14,2017-12-07,2,2,526712.9166666666,2.25,True,785
1372,2017-04-01,1613,33,Male,C26,College,45531,2017-01-25,2017-04-12,2,2,0.0,1.0,True,77
1373,2016-01-01,1614,42,Male,C27,Bachelor,20797,2015-07-09,2016-01-14,2,2,0.0,1.0,True,189
1374,2016-07-01,1616,44,Male,C14,Bachelor,100297,2014-10-23,2016-06-28,5,5,0.0,1.0,True,614
1375,2017-07-01,1617,34,Male,C3,Master,45153,2017-03-13,2017-07-17,1,1,0.0,1.0,True,126
1376,2017-12-01,1618,29,Male,C1,Bachelor,56985,2017-11-03,2017-12-01,2,2,0.0,1.0,False,28
1377,2017-12-01,1619,33,Female,C16,College,44706,2017-12-08,2017-12-01,2,2,0.0,1.0,False,-7
1378,2016-09-01,1621,27,Male,C25,Master,29043,2015-01-19,2016-09-08,1,1,835515.5555555555,3.0,True,598
1379,2017-12-01,1622,35,Male,C20,College,21412,2017-09-28,2017-12-01,2,2,0.0,1.0,False,64
1380,2017-12-01,1623,37,Male,C5,Master,94437,2012-08-02,2017-12-01,1,3,596412.0833333334,2.25,False,1947
1381,2016-02-01,1624,30,Female,C13,Bachelor,72989,2015-12-02,2016-02-04,3,3,50925.0,1.0,True,64
1382,2017-12-01,1625,40,Male,C29,Master,56380,2017-11-22,2017-12-01,3,3,82260.0,1.0,False,9
1383,2017-12-01,1626,40,Male,C1,Master,113174,2017-11-03,2017-12-01,4,4,0.0,1.0,False,28
1384,2016-11-01,1627,31,Male,C1,Bachelor,34473,2016-06-28,2016-11-14,2,2,0.0,1.0,True,139
1385,2017-05-01,1628,37,Male,C27,College,35189,2017-04-20,2017-05-12,3,3,0.0,1.0,True,22
1386,2016-09-01,1629,38,Male,C12,College,112424,2011-08-01,2016-09-01,2,4,791206.6666666666,1.6666666666666667,False,1858
1387,2017-01-01,1630,35,Female,C28,Bachelor,98568,2016-12-12,2017-01-18,2,2,0.0,1.0,True,37
1388,2016-12-01,1631,23,Female,C6,Master,71984,2015-01-13,2016-12-17,1,3,775778.3333333334,1.75,True,704
1389,2017-12-01,1632,36,Female,C3,Bachelor,81876,2017-12-06,2017-12-01,2,2,0.0,1.0,False,-5
1390,2017-12-01,1633,31,Female,C29,College,52126,2016-11-29,2017-12-01,2,2,469004.6153846154,2.3846153846153846,False,367
1391,2017-12-01,1634,23,Female,C21,Bachelor,40818,2017-09-14,2017-12-01,1,1,67695.0,1.0,False,78
1392,2016-03-01,1635,29,Male,C20,College,13417,2015-12-31,2016-03-16,1,1,84253.33333333333,1.0,True,76
1393,2017-07-01,1636,32,Male,C12,Master,61712,2017-03-29,2017-07-18,3,3,0.0,1.0,True,111
1394,2017-12-01,1637,34,Female,C1,Master,68209,2017-08-03,2017-12-01,3,3,189734.0,1.0,False,120
1395,2017-07-01,1638,33,Female,C2,Bachelor,122837,2016-04-11,2017-06-30,3,3,3759614.375,4.0,True,445
1396,2016-07-01,1639,47,Male,C8,Bachelor,50533,2015-09-01,2016-07-05,1,1,105471.42857142857,1.0,True,308
1397,2017-11-01,1640,28,Male,C28,Bachelor,88169,2016-11-09,2017-11-27,3,3,905366.9230769231,2.769230769230769,True,383
1398,2017-12-01,1642,50,Male,C29,Master,55774,2015-09-05,2017-12-01,2,2,638745.8333333334,2.25,False,818
1399,2016-04-01,1643,36,Male,C25,Bachelor,47992,2015-09-10,2016-03-31,1,1,113652.5,1.0,True,203
1400,2017-12-01,1644,48,Female,C9,Bachelor,105513,2011-04-28,2017-12-01,2,4,1201781.6666666667,2.125,False,2409
1401,2017-03-01,1645,25,Male,C3,College,15822,2016-10-04,2017-02-28,1,1,0.0,1.0,True,147
1402,2017-08-01,1646,33,Female,C1,Master,74903,2017-05-15,2017-07-29,3,3,0.0,1.0,True,75
1403,2016-04-01,1647,26,Male,C3,Master,36114,2015-09-03,2016-03-29,1,1,162692.5,1.0,True,208
1404,2017-12-01,1650,31,Female,C23,College,34600,2017-12-11,2017-12-01,2,2,0.0,1.0,False,-10
1405,2017-05-01,1651,43,Male,C18,College,21942,2015-10-21,2017-05-04,1,1,284474.70588235295,2.176470588235294,True,561
1406,2017-12-01,1652,33,Male,C3,Bachelor,127193,2017-05-01,2017-12-01,3,3,166902.5,1.375,False,214
1407,2017-07-01,1653,32,Female,C19,College,16486,2017-04-27,2017-07-14,1,1,0.0,1.0,True,78
1408,2017-12-01,1655,34,Female,C11,Bachelor,43252,2012-08-06,2017-12-01,1,2,684645.0,2.625,False,1943
1409,2017-12-01,1657,40,Male,C10,College,100892,2012-09-06,2017-12-01,1,4,891839.1666666666,2.0,False,1912
1410,2017-12-01,1658,30,Female,C22,Master,34234,2016-11-21,2017-12-01,1,1,249220.0,1.8571428571428572,False,375
1411,2016-10-01,1659,25,Female,C22,Bachelor,60688,2016-08-01,2016-09-28,2,2,0.0,1.0,True,58
1412,2016-04-01,1661,43,Male,C20,Bachelor,21898,2013-05-17,2016-03-29,1,1,135800.0,1.0,True,1047
1413,2017-12-01,1662,43,Female,C1,College,120954,2012-09-20,2017-12-01,1,3,910462.5,2.875,False,1898
1414,2017-03-01,1663,36,Male,C5,Master,59481,2016-11-19,2017-03-01,2,2,0.0,1.0,False,102
1415,2017-12-01,1664,52,Female,C27,Bachelor,91839,2013-01-28,2017-12-18,1,4,1046749.5833333334,2.0,True,1785
1416,2017-11-01,1665,35,Male,C12,Bachelor,52175,2017-04-26,2017-11-21,2,2,142485.0,1.25,True,209
1417,2017-12-01,1666,34,Male,C21,Bachelor,42844,2017-07-31,2017-12-01,2,2,584236.0,2.8,False,123
1418,2016-05-01,1667,42,Male,C29,Bachelor,58534,2016-04-02,2016-05-17,3,3,0.0,1.0,True,45
1419,2017-12-01,1668,33,Female,C15,College,52635,2016-08-09,2017-12-01,2,2,200957.0588235294,1.3529411764705883,False,479
1420,2017-12-01,1669,22,Male,C25,College,11068,2016-09-08,2017-11-28,1,1,181478.125,1.1875,True,446
1421,2017-12-01,1670,34,Female,C1,Bachelor,24875,2015-03-07,2017-12-01,1,1,447258.3333333333,2.5,False,1000
1422,2017-01-01,1671,29,Female,C9,College,62689,2016-12-02,2017-01-06,3,3,0.0,1.0,True,35
1423,2016-06-01,1672,37,Female,C14,Bachelor,115978,2014-01-06,2016-06-25,4,4,0.0,1.0,True,901
1424,2016-11-01,1673,52,Female,C14,Master,81784,2015-06-23,2016-11-26,1,2,365140.0,2.090909090909091,True,522
1425,2017-02-01,1674,34,Female,C1,Master,21627,2016-10-18,2017-02-18,1,1,43802.0,1.0,True,123
1426,2017-04-01,1675,42,Female,C14,Master,53930,2015-07-13,2017-04-10,1,1,1357359.375,3.625,True,637
1427,2017-12-01,1676,36,Female,C27,Master,70831,2017-08-02,2017-12-01,2,2,242596.0,1.6,False,121
1428,2016-02-01,1677,33,Female,C10,Master,123255,2015-01-03,2016-02-19,2,2,2256895.0,4.0,True,412
1429,2017-12-01,1678,34,Male,C16,College,41305,2014-11-29,2017-12-01,2,2,246329.16666666666,1.75,False,1098
1430,2017-12-01,1679,36,Male,C12,Master,55285,2015-07-27,2017-12-01,1,2,607415.4166666666,2.375,False,858
1431,2017-08-01,1680,32,Female,C9,Bachelor,65299,2017-01-04,2017-07-29,2,2,377367.5,1.75,True,206
1432,2016-03-01,1681,29,Male,C18,Master,40325,2015-08-20,2016-03-18,1,1,166666.66666666666,1.0,True,211
1433,2017-11-01,1682,24,Male,C24,Master,48711,2017-05-29,2017-11-06,2,2,331573.3333333333,1.8333333333333333,True,161
1434,2017-08-01,1683,40,Female,C9,College,100798,2017-05-01,2017-07-29,3,3,148037.5,1.5,True,89
1435,2016-09-01,1685,34,Female,C25,Bachelor,56916,2015-08-04,2016-08-29,1,1,375435.55555555556,2.0,True,391
1436,2017-09-01,1686,34,Male,C15,College,30959,2017-06-09,2017-09-05,1,1,43500.0,1.0,True,88
1437,2017-08-01,1687,33,Male,C3,Master,45207,2017-02-09,2017-07-29,1,1,87360.0,1.2857142857142858,True,170
1438,2016-10-01,1688,28,Male,C28,Master,65448,2016-08-22,2016-10-11,2,2,0.0,1.0,True,50
1439,2016-11-01,1689,36,Female,C3,Master,50809,2016-06-22,2016-11-05,3,3,20620.0,1.0,True,136
1440,2016-11-01,1690,35,Male,C28,Bachelor,87794,2010-10-09,2016-11-21,2,3,453170.0,1.8181818181818181,True,2235
1441,2016-09-01,1692,34,Male,C3,Master,82666,2016-08-02,2016-09-10,3,3,0.0,1.0,True,39
1442,2017-05-01,1693,34,Female,C21,Bachelor,48656,2017-01-09,2017-05-10,2,2,359846.0,2.0,True,121
1443,2017-12-01,1694,29,Male,C15,Bachelor,61789,2013-04-22,2017-12-01,1,2,1086407.5,3.375,False,1684
1444,2017-08-01,1695,34,Male,C2,Master,94933,2017-03-17,2017-07-29,3,3,50421.666666666664,1.0,True,134
1445,2017-12-01,1696,43,Female,C8,Master,51246,2017-08-29,2017-12-01,2,2,0.0,1.0,False,94
1446,2017-07-01,1697,27,Female,C14,College,57627,2017-02-03,2017-06-28,1,1,25481.666666666668,1.0,True,145
1447,2017-12-01,1699,31,Female,C21,College,14166,2017-07-03,2017-12-06,1,1,60000.0,1.0,True,156
1448,2017-07-01,1701,32,Female,C9,College,17234,2016-12-19,2017-06-28,1,1,122968.75,1.375,True,191
1449,2016-06-01,1702,39,Male,C3,College,45148,2016-01-11,2016-05-30,2,2,0.0,1.0,True,140
1450,2016-11-01,1703,27,Female,C2,College,39434,2016-07-28,2016-10-29,1,1,0.0,1.0,True,93
1451,2017-03-01,1704,30,Female,C18,Bachelor,114651,2015-03-21,2017-02-28,1,3,2049044.0,3.4,True,710
1452,2017-05-01,1706,30,Female,C16,Master,104897,2017-05-09,2017-05-01,3,3,0.0,1.0,False,-8
1453,2017-12-01,1707,35,Female,C6,College,21129,2017-09-11,2017-12-01,1,1,471250.0,2.5,False,81
1454,2017-12-01,1708,25,Male,C19,College,57063,2017-12-15,2017-12-01,2,2,0.0,1.0,False,-14
1455,2016-11-01,1709,34,Male,C17,College,35823,2016-08-04,2016-10-29,1,1,0.0,1.0,True,86
1456,2017-12-01,1710,43,Female,C7,Bachelor,121239,2017-10-02,2017-12-01,3,3,698306.6666666666,3.0,False,60
1457,2017-12-01,1712,27,Male,C18,Bachelor,104754,2017-09-04,2017-12-01,3,3,48420.0,1.0,False,88
1458,2017-12-01,1714,28,Male,C26,Bachelor,39559,2013-01-28,2017-12-01,1,2,613489.5833333334,2.625,False,1768
1459,2016-05-01,1715,29,Male,C23,College,66935,2016-01-12,2016-05-06,2,2,102186.0,1.0,True,115
1460,2016-10-01,1716,32,Female,C7,College,89503,2013-05-17,2016-10-12,1,4,1818000.0,2.5,True,1244
1461,2017-07-01,1717,24,Male,C2,Master,27693,2017-05-22,2017-07-14,1,1,0.0,1.0,True,53
1462,2017-07-01,1718,36,Female,C26,College,95658,2010-10-02,2017-06-30,2,4,538060.0,1.3157894736842106,True,2463
1463,2017-02-01,1719,46,Female,C3,College,44497,2015-10-01,2017-02-17,1,1,281049.28571428574,2.2142857142857144,True,505
1464,2017-03-01,1720,33,Male,C29,College,73122,2016-12-10,2017-03-04,3,3,0.0,1.0,True,84
1465,2016-03-01,1721,37,Female,C5,College,26206,2015-09-12,2016-03-17,2,2,0.0,1.0,True,187
1466,2017-08-01,1722,42,Male,C27,Master,76806,2012-07-30,2017-07-29,1,3,324631.5,1.45,True,1825
1467,2017-12-01,1723,30,Male,C1,Bachelor,29283,2017-10-30,2017-12-01,1,1,0.0,1.0,False,32
1468,2017-12-01,1724,39,Male,C1,Bachelor,56536,2017-09-12,2017-12-01,2,2,248585.0,1.75,False,80
1469,2017-12-01,1725,25,Male,C2,College,47565,2017-09-28,2017-12-01,2,2,0.0,1.0,False,64
1470,2016-07-01,1726,29,Male,C8,Bachelor,39121,2016-06-06,2016-07-04,1,1,0.0,1.0,True,28
1471,2016-01-01,1727,34,Male,C1,College,29359,2015-06-18,2016-01-01,1,1,0.0,1.0,True,197
1472,2017-12-01,1728,40,Male,C24,Master,43047,2017-10-18,2017-12-20,2,2,0.0,1.0,True,63
1473,2016-11-01,1729,39,Female,C11,College,96317,2011-10-31,2016-11-18,1,3,538880.9090909091,2.0,True,1845
1474,2016-01-01,1730,42,Male,C9,College,51579,2015-05-26,2016-01-11,1,1,0.0,1.0,True,230
1475,2016-01-01,1731,29,Female,C28,College,61343,2010-09-27,2016-01-07,1,5,0.0,1.0,True,1928
1476,2016-01-01,1732,39,Female,C10,Bachelor,42723,2015-06-09,2016-01-20,1,1,0.0,1.0,True,225
1477,2017-12-01,1733,43,Male,C8,Master,41276,2013-04-25,2017-12-01,1,1,556937.9166666666,2.625,False,1681
1478,2016-06-01,1734,25,Male,C19,Master,22575,2015-01-13,2016-06-25,1,1,370360.0,2.0,True,529
1479,2017-11-01,1735,31,Male,C21,Bachelor,91787,2017-07-14,2017-11-06,3,3,100934.0,1.0,True,115
1480,2016-03-01,1736,32,Male,C27,Bachelor,49122,2015-12-21,2016-02-29,1,1,0.0,1.0,True,70
1481,2017-06-01,1737,29,Male,C10,Bachelor,31773,2017-04-11,2017-06-08,1,1,0.0,1.0,True,58
1482,2017-03-01,1738,29,Male,C26,Bachelor,53928,2013-04-17,2017-03-06,1,1,554712.0,2.8,True,1419
1483,2017-09-01,1739,30,Male,C7,Bachelor,56867,2017-05-22,2017-09-13,2,2,0.0,1.0,True,114
1484,2017-12-01,1740,27,Female,C22,Master,53857,2017-12-05,2017-12-01,1,1,0.0,1.0,False,-4
1485,2017-12-01,1741,39,Male,C12,Bachelor,95139,2017-05-29,2017-12-01,3,3,830597.1428571428,2.7142857142857144,False,186
1486,2017-07-01,1742,32,Female,C27,Master,95822,2017-05-17,2017-07-10,3,3,0.0,1.0,True,54
1487,2017-05-01,1743,38,Male,C18,College,45163,2015-08-11,2017-05-09,2,2,638579.4117647059,2.764705882352941,True,637
1488,2016-01-01,1744,23,Male,C22,College,47072,2015-08-31,2016-01-02,1,1,0.0,1.0,True,124
1489,2017-12-01,1745,31,Male,C18,Master,149637,2011-12-19,2017-12-01,2,4,889862.5,1.75,False,2174
1490,2017-05-01,1746,51,Female,C12,Master,38478,2015-09-24,2017-05-08,1,2,332004.70588235295,1.4705882352941178,True,592
1491,2016-03-01,1749,32,Female,C1,Master,33681,2013-08-08,2016-03-23,1,1,134576.66666666666,1.0,True,958
1492,2016-11-01,1751,30,Male,C5,Master,60847,2016-08-30,2016-11-23,2,2,51233.333333333336,1.0,True,85
1493,2017-12-01,1752,35,Female,C15,Bachelor,80094,2017-04-17,2017-12-01,3,3,244435.55555555556,1.6666666666666667,False,228
1494,2017-12-01,1753,41,Male,C13,College,47598,2012-07-19,2017-12-01,1,1,600049.1666666666,2.875,False,1961
1495,2016-03-01,1754,25,Female,C10,Master,42975,2016-01-09,2016-03-01,1,1,-166666.66666666666,1.0,True,52
