MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating,Attrtion
2017-02-01,1357,39,Male,C29,Master,105400,2017-01-13,2017-02-09,3,3,0.0,1.0,True
2017-12-01,1358,32,Male,C22,Bachelor,44463,2017-12-05,,2,2,0.0,1.0,False
2016-09-01,1359,31,Male,C1,Master,52007,2016-07-05,2016-08-29,2,2,0.0,1.0,True
2017-06-01,1360,32,Male,C20,College,107592,2016-11-30,2017-06-14,4,4,438388.5714285714,1.0,True
2016-05-01,1361,40,Male,C17,Master,26796,2015-11-21,2016-05-02,1,1,113240.0,1.0,True
2016-12-01,1362,29,Male,C20,Bachelor,72843,2016-09-28,2016-12-21,2,2,0.0,1.0,True
2017-05-01,1363,45,Female,C19,College,32736,2012-07-26,2017-05-16,2,3,742857.6470588235,2.235294117647059,True
2017-08-01,1364,43,Female,C12,Bachelor,87325,2017-04-11,2017-07-29,3,3,113288.0,1.0,True
2016-12-01,1365,30,Male,C18,Master,25483,2016-05-25,2016-12-06,1,1,190740.0,1.75,True
2017-12-01,1366,39,Male,C22,College,17496,2017-09-19,2017-12-05,2,2,0.0,1.0,True
2016-07-01,1369,29,Female,C10,College,54231,2015-01-01,2016-07-20,1,1,228807.14285714287,1.4285714285714286,True
2017-12-01,1370,37,Female,C22,Master,66350,2015-05-22,,1,1,529477.0833333334,2.625,False
2017-12-01,1371,27,Male,C26,College,28447,2015-06-27,2017-12-15,1,1,734195.8333333334,3.25,True
2017-12-01,1372,31,Female,C21,Master,37695,2017-07-17,,1,1,399556.6666666667,2.5,False
2016-09-01,1373,34,Male,C26,Master,47651,2016-06-06,2016-09-26,2,2,90750.0,1.0,True
2017-12-01,1374,34,Male,C5,Bachelor,88121,2015-06-09,,1,2,970738.3333333334,3.25,False
2016-05-01,1375,48,Female,C1,Master,44722,2015-09-21,2016-05-02,1,1,216338.0,1.6,True
2016-01-01,1376,23,Male,C23,Master,44907,2015-07-09,2016-01-25,1,1,0.0,1.0,True
2017-12-01,1378,28,Female,C28,College,52711,2017-07-11,2017-12-28,2,2,83660.0,1.0,True
2017-12-01,1379,29,Male,C1,College,68975,2017-11-03,,2,2,0.0,1.0,False
2016-07-01,1380,28,Female,C17,Bachelor,77197,2015-10-30,2016-06-30,2,2,424845.71428571426,1.8571428571428572,True
2017-12-01,1381,41,Female,C9,Master,82617,2017-10-02,,3,3,117076.66666666667,1.0,False
2017-12-01,1382,33,Female,C16,Master,68259,2016-07-05,,3,3,511511.1111111111,2.0,False
2016-10-01,1383,28,Male,C19,College,88777,2016-08-02,2016-09-28,2,2,0.0,1.0,True
2016-09-01,1384,34,Male,C20,College,38059,2012-10-25,2016-08-30,1,1,563937.7777777778,2.6666666666666665,True
2017-06-01,1385,31,Female,C23,College,74265,2017-04-27,2017-06-05,3,3,0.0,1.0,True
2017-02-01,1386,27,Female,C26,Master,25458,2016-06-25,2017-02-18,1,1,129388.88888888889,1.3333333333333333,True
2016-09-01,1387,35,Male,C15,Master,51930,2016-07-21,2016-08-30,2,2,66666.66666666667,1.0,True
2016-03-01,1388,32,Male,C26,College,44566,2015-12-24,2016-03-03,2,2,33626.666666666664,1.0,True
2016-03-01,1390,51,Male,C15,College,81150,2013-11-28,2016-03-17,2,3,201946.66666666666,1.0,True
2016-09-01,1392,40,Female,C13,Bachelor,89118,2010-08-12,2016-09-23,1,4,593162.2222222222,1.6666666666666667,True
2017-12-01,1393,30,Male,C3,Master,54154,2017-06-22,,2,2,206910.0,1.5,False
2016-02-01,1394,36,Male,C25,Bachelor,57908,2015-09-17,2016-02-08,2,2,126950.0,1.0,True
2016-11-01,1395,46,Female,C5,Master,30292,2016-08-02,2016-11-10,1,1,0.0,1.0,True
2016-08-01,1396,31,Male,C16,Bachelor,54821,2015-05-23,2016-08-22,2,2,573272.5,2.5,True
2017-05-01,1397,37,Female,C11,Bachelor,106794,2016-07-04,2017-05-12,3,3,127181.81818181818,1.0,True
2016-01-01,1398,32,Female,C18,Bachelor,44160,2015-09-19,2016-01-16,2,2,0.0,1.0,True
2017-12-01,1399,37,Female,C16,Master,48576,2017-07-17,,2,2,220120.0,1.5,False
2017-05-01,1400,39,Male,C4,Master,59112,2017-03-02,2017-05-16,2,2,0.0,1.0,True
2017-12-01,1401,32,Female,C4,Bachelor,58073,2017-09-06,,3,3,57300.0,1.0,False
2016-06-01,1402,33,Female,C6,College,19072,2015-02-18,2016-06-07,1,1,280820.0,1.5,True
2016-05-01,1403,36,Male,C1,College,64693,2015-06-29,2016-05-17,2,2,338124.0,1.6,True
2017-12-01,1405,33,Male,C12,Bachelor,119870,2016-07-07,,3,3,431036.1111111111,2.0,False
2016-09-01,1406,33,Male,C28,Bachelor,80586,2013-04-27,2016-09-22,1,3,340043.3333333333,1.6666666666666667,True
2017-08-01,1407,27,Male,C26,Bachelor,27806,2016-12-09,2017-07-29,1,1,132861.11111111112,1.3333333333333333,True
2016-09-01,1409,33,Female,C5,Bachelor,81561,2016-07-07,2016-08-30,3,3,0.0,1.0,True
2017-11-01,1410,25,Male,C5,Master,44061,2017-07-03,2017-11-17,1,1,0.0,1.0,True
2017-06-01,1411,40,Male,C8,College,126416,2016-11-15,2017-06-22,3,3,229203.75,1.375,True
2017-12-01,1412,34,Male,C12,Bachelor,77528,2017-11-28,,3,3,0.0,1.0,False
2016-10-01,1413,27,Male,C29,Master,29181,2015-05-21,2016-10-24,1,1,451414.0,2.8,True
2017-12-01,1414,31,Female,C29,Bachelor,47329,2014-11-06,,1,2,872560.4166666666,3.25,False
2017-03-01,1415,29,Male,C20,Bachelor,20641,2016-11-01,2017-03-23,1,1,188838.0,1.6,True
2017-12-01,1416,32,Female,C17,Bachelor,55374,2017-09-28,,1,1,306486.6666666667,2.0,False
2017-01-01,1417,38,Male,C20,Master,41446,2016-08-15,2017-01-18,1,1,92005.0,1.5,True
2016-08-01,1418,31,Male,C17,Master,67679,2015-12-01,2016-07-29,1,1,199036.25,1.75,True
2017-12-01,1419,34,Male,C23,College,17855,2017-07-10,,1,1,83953.33333333333,1.0,False
2017-11-01,1421,27,Male,C21,Bachelor,62396,2017-06-28,2017-11-15,3,3,139130.0,1.0,True
2017-05-01,1422,31,Female,C12,Master,58946,2015-08-25,2017-05-01,2,2,363946.4705882353,2.176470588235294,True
2016-06-01,1424,31,Male,C24,College,48369,2015-08-10,2016-06-01,2,2,250423.33333333334,1.5,True
2016-02-01,1425,26,Male,C16,College,37613,2015-01-28,2016-01-30,1,1,221440.0,1.0,True
2017-12-01,1426,37,Male,C1,Bachelor,98220,2014-11-06,,1,3,1067678.75,2.875,False
2017-12-01,1428,27,Male,C2,College,90585,2017-08-07,,3,3,499060.0,2.2,False
2016-06-01,1429,33,Female,C7,Bachelor,70900,2015-09-12,2016-06-01,1,1,290305.0,1.5,True
2017-05-01,1430,31,Female,C6,College,19433,2017-01-02,2017-05-02,2,2,0.0,1.0,True
2016-02-01,1431,37,Female,C7,Bachelor,52963,2015-11-18,2016-02-25,2,2,0.0,1.0,True
2017-12-01,1432,34,Male,C26,College,29365,2015-10-13,,1,2,670454.1666666666,2.75,False
2017-12-01,1433,25,Male,C16,College,57678,2017-07-31,,3,3,324134.0,1.6,False
2017-12-01,1434,37,Male,C21,Bachelor,57744,2017-09-28,,3,3,0.0,1.0,False
2016-05-01,1435,25,Female,C15,Master,19020,2016-01-02,2016-04-30,1,1,20184.0,1.0,True
2017-06-01,1436,25,Male,C8,College,64128,2017-01-30,2017-06-06,2,2,29932.0,1.0,True
2017-05-01,1437,34,Female,C3,Master,56060,2016-11-28,,2,2,123810.0,1.0,False
2017-12-01,1438,37,Male,C10,College,63819,2017-09-28,,3,3,322263.3333333333,2.0,False
2016-04-01,1439,31,Female,C7,Bachelor,49664,2016-01-13,2016-03-29,1,1,115972.5,1.0,True
2017-04-01,1441,28,Male,C10,Bachelor,78906,2016-11-15,2017-04-06,2,2,83315.0,1.0,True
2016-12-01,1442,27,Male,C13,College,54126,2016-11-11,2016-12-21,2,2,0.0,1.0,True
2016-05-01,1443,36,Female,C26,Bachelor,48540,2015-10-03,2016-05-17,2,2,110336.0,1.0,True
2016-09-01,1444,29,Female,C6,Master,27216,2014-11-03,2016-09-22,1,1,467141.1111111111,2.6666666666666665,True
2017-12-01,1446,39,Female,C8,Master,119932,2012-02-09,,2,4,1570579.5833333333,2.5,False
2017-12-01,1447,45,Male,C29,Master,56478,2017-06-05,,3,3,678665.7142857143,2.7142857142857144,False
2017-12-01,1448,36,Female,C8,College,57087,2017-11-28,,2,2,0.0,1.0,False
2016-12-01,1449,26,Female,C10,College,36529,2016-11-16,,1,1,0.0,1.0,False
2016-06-01,1450,30,Female,C6,Bachelor,33246,2015-12-07,2016-05-31,2,2,277110.0,1.5,True
2016-03-01,1451,25,Female,C25,Bachelor,61502,2015-08-08,2016-03-17,1,1,87466.66666666667,1.0,True
2017-12-01,1452,31,Male,C24,Master,61218,2017-01-14,2017-12-25,1,1,495260.8333333333,2.75,True
2016-06-01,1453,31,Male,C20,College,34593,2015-09-28,2016-06-24,1,1,326226.6666666667,2.0,True
2017-05-01,1454,33,Male,C3,Master,135337,2017-04-17,,3,3,0.0,1.0,False
2017-04-01,1455,30,Male,C17,Bachelor,55718,2017-01-11,2017-03-30,2,2,0.0,1.0,True
2017-05-01,1456,32,Male,C9,Bachelor,54906,2016-12-02,2017-05-15,2,2,25120.0,1.0,True
2017-10-01,1457,35,Male,C12,Bachelor,48050,2017-07-12,2017-10-04,3,3,0.0,1.0,True
2016-09-01,1458,28,Female,C17,Master,41971,2015-09-01,2016-09-03,2,2,218985.55555555556,1.3333333333333333,True
2016-06-01,1459,34,Male,C25,Master,70994,2015-09-10,2016-06-01,2,2,246053.33333333334,1.5,True
2017-09-01,1461,46,Male,C10,College,39841,2012-09-24,2017-09-05,2,2,322235.71428571426,1.7142857142857142,True
2017-12-01,1462,27,Female,C18,Master,58278,2017-10-16,,2,2,0.0,1.0,False
2017-01-01,1463,42,Male,C2,Bachelor,38105,2015-08-25,2017-01-05,1,1,647719.2307692308,3.1538461538461537,True
2016-12-01,1464,48,Female,C25,Master,69141,2015-07-07,2016-11-28,1,2,1648186.6666666667,3.75,True
2016-03-01,1465,34,Male,C17,College,45180,2015-12-03,2016-03-02,3,3,33436.666666666664,1.0,True
2016-06-01,1466,42,Male,C2,Bachelor,45183,2016-01-05,2016-06-17,2,2,143323.33333333334,1.0,True
2017-12-01,1468,31,Male,C20,Bachelor,66779,2017-09-01,,3,3,177302.5,1.0,False
2017-02-01,1469,28,Male,C9,College,44091,2016-08-30,2017-02-15,1,1,125408.33333333333,1.3333333333333333,True
2017-05-01,1470,30,Male,C28,College,47565,2015-02-17,2017-05-16,1,1,806775.2941176471,3.235294117647059,True
2016-05-01,1471,36,Male,C27,Bachelor,43690,2013-05-27,2016-05-28,1,1,291036.0,1.6,True
2017-12-01,1472,41,Female,C22,Master,107368,2011-07-18,2017-12-14,2,4,785472.0833333334,1.75,True
2016-02-01,1473,41,Male,C26,College,94171,2015-07-17,2016-02-01,3,3,0.0,1.0,True
2016-11-01,1474,27,Male,C27,Bachelor,25207,2016-10-17,2016-11-15,2,2,0.0,1.0,True
2017-12-01,1475,28,Male,C21,Bachelor,104567,2017-02-01,,3,3,2426972.727272727,3.8181818181818183,False
2017-09-01,1476,33,Male,C14,Bachelor,39422,2017-06-13,2017-09-06,2,2,37590.0,1.0,True
2016-11-01,1477,30,Male,C8,Master,110542,2016-07-06,2016-11-09,4,4,0.0,1.0,True
2017-06-01,1479,37,Male,C5,College,50436,2017-02-06,2017-06-12,3,3,1028768.0,2.2,True
2016-01-01,1480,29,Female,C25,College,39635,2015-12-11,2016-01-04,2,2,0.0,1.0,True
2016-04-01,1481,36,Female,C2,Bachelor,16688,2016-01-06,2016-04-22,1,1,98712.5,1.0,True
2017-09-01,1482,38,Female,C27,Bachelor,50211,2017-04-11,2017-09-15,3,3,0.0,1.0,True
2016-04-01,1483,24,Female,C13,Master,40408,2015-07-07,2016-04-05,1,1,121400.0,1.0,True
2017-12-01,1484,46,Male,C2,College,101198,2011-09-14,,2,4,1963536.6666666667,2.75,False
2017-06-01,1485,25,Male,C21,Bachelor,46010,2017-03-29,2017-06-19,1,1,0.0,1.0,True
2017-12-01,1486,45,Female,C15,College,81172,2013-12-09,,1,4,1215879.1666666667,1.875,False
2016-09-01,1487,30,Male,C26,Master,23299,2015-12-28,2016-09-06,1,1,219973.33333333334,1.6666666666666667,True
2017-12-01,1489,29,Male,C8,Bachelor,39403,2017-08-18,,2,2,282100.0,2.2,False
2017-10-01,1490,39,Female,C21,College,71142,2017-03-20,2017-10-04,2,2,146788.75,1.375,True
2017-08-01,1491,26,Male,C20,Bachelor,56936,2017-04-18,2017-07-29,2,2,0.0,1.0,True
2017-12-01,1492,42,Male,C1,College,130279,2017-10-04,2017-11-28,3,3,0.0,1.0,True
2017-06-01,1493,27,Male,C19,Master,64476,2016-07-21,2017-06-22,1,1,393507.5,2.25,True
2016-01-01,1494,32,Female,C18,College,34356,2015-05-09,2016-01-07,1,1,0.0,1.0,True
2017-12-01,1495,30,Male,C22,Master,97212,2017-06-29,,2,2,148300.0,1.5,False
2017-09-01,1498,28,Female,C12,College,49570,2017-05-04,2017-09-27,2,2,0.0,1.0,True
2017-09-01,1500,31,Male,C18,Master,86551,2017-06-13,2017-09-12,3,3,31940.0,1.0,True
2017-12-01,1501,38,Male,C5,Master,73316,2017-11-17,,3,3,0.0,1.0,False
2017-02-01,1502,35,Female,C21,Master,64780,2016-09-28,2017-01-31,2,2,30006.0,1.0,True
2017-12-01,1504,50,Male,C8,Master,31555,2015-03-02,,2,2,734360.8333333334,2.875,False
2017-12-01,1505,27,Female,C22,Bachelor,69831,2017-07-03,,3,3,175498.33333333334,1.5,False
2016-11-01,1506,31,Female,C14,Bachelor,57107,2016-08-15,2016-11-21,1,1,0.0,1.0,True
2016-01-01,1507,39,Female,C19,Master,60780,2015-10-28,2016-01-25,2,2,0.0,1.0,True
2016-10-01,1508,33,Male,C23,College,108452,2010-07-21,2016-10-28,2,3,800025.0,2.5,True
2017-09-01,1509,35,Male,C27,Bachelor,79222,2016-07-20,2017-08-30,2,2,733170.7142857143,2.2857142857142856,True
2017-12-01,1510,28,Female,C16,Bachelor,92375,2014-07-14,,1,3,533187.5,1.875,False
2016-12-01,1512,32,Male,C23,Bachelor,49957,2016-05-05,2016-12-20,2,2,217717.5,1.625,True
2016-06-01,1513,25,Female,C28,College,19448,2015-07-06,2016-06-03,1,2,519543.3333333333,2.0,True
2017-12-01,1514,32,Male,C20,College,54667,2017-08-01,,3,3,128128.0,1.0,False
2017-12-01,1515,36,Male,C24,Master,84573,2017-10-31,,3,3,0.0,1.0,False
2016-12-01,1516,35,Female,C12,Master,75453,2016-07-07,2016-12-15,2,2,109768.33333333333,1.5,True
2016-06-01,1517,42,Female,C11,Master,125545,2012-09-20,2016-06-02,1,3,750825.0,1.5,True
2017-12-01,1518,36,Female,C15,Master,113064,2017-09-01,,3,3,75052.5,1.0,False
2016-12-01,1520,32,Male,C5,Master,64559,2010-10-30,2016-12-14,1,2,486646.6666666667,2.25,True
2017-12-01,1521,31,Male,C20,Bachelor,31401,2017-12-07,,1,1,0.0,1.0,False
2017-11-01,1522,30,Female,C6,Master,64606,2017-05-08,2017-11-21,2,2,228241.42857142858,1.8571428571428572,True
2017-03-01,1523,28,Female,C2,Master,35116,2017-01-03,2017-03-13,1,1,0.0,1.0,True
2016-07-01,1524,35,Female,C13,College,44784,2015-09-24,2016-07-07,2,2,205590.0,1.4285714285714286,True
2016-03-01,1525,28,Female,C13,College,61884,2015-08-17,2016-03-28,2,2,237306.66666666666,1.0,True
2017-12-01,1526,34,Male,C1,Master,60087,2013-12-24,,1,1,584447.0833333334,3.0,False
2017-12-01,1527,31,Male,C5,Master,82042,2017-05-08,,2,2,24615.0,1.0,False
2016-03-01,1528,42,Male,C25,Master,76707,2015-11-30,2016-02-29,2,2,0.0,1.0,True
2017-12-01,1529,37,Female,C5,College,20523,2017-11-07,,1,1,0.0,1.0,False
2017-09-01,1530,27,Male,C20,Master,44841,2017-07-25,2017-09-27,1,1,0.0,1.0,True
2016-03-01,1531,31,Male,C25,Master,46001,2014-01-21,2016-03-23,2,2,106816.66666666667,1.0,True
2017-12-01,1532,37,Male,C2,Bachelor,48555,2016-09-15,,2,2,204260.0,1.375,False
2017-11-01,1533,32,Female,C22,College,74305,2017-09-21,2017-11-13,3,3,0.0,1.0,True
2017-07-01,1534,30,Female,C26,College,96076,2017-02-23,2017-06-30,3,3,554833.3333333334,1.6666666666666667,True
2016-09-01,1536,27,Male,C15,Master,39731,2016-07-19,2016-08-30,1,1,0.0,1.0,True
2017-01-01,1540,32,Male,C5,Master,44949,2013-04-29,2017-01-11,1,2,845407.6923076923,2.6923076923076925,True
2017-09-01,1541,40,Male,C4,College,48956,2017-05-15,2017-09-21,1,1,165120.0,1.6,True
2016-02-01,1542,39,Female,C6,College,42300,2015-11-13,2016-02-18,1,1,0.0,1.0,True
2016-01-01,1543,44,Male,C4,Bachelor,31948,2015-06-18,2016-01-16,1,1,0.0,1.0,True
2017-03-01,1544,37,Male,C13,Bachelor,90123,2016-10-31,2017-03-13,2,2,70000.0,1.0,True
2017-05-01,1547,33,Female,C13,Master,57863,2017-01-02,2017-05-05,2,2,160708.0,1.0,True
2016-05-01,1548,28,Male,C20,Bachelor,35090,2015-10-19,2016-05-14,1,1,378748.0,2.2,True
2017-12-01,1549,36,Female,C21,Bachelor,95945,2012-08-30,,1,3,902513.75,2.75,False
2017-12-01,1550,30,Male,C2,Bachelor,25552,2017-10-03,,2,2,161226.66666666666,1.0,False
2017-03-01,1553,45,Female,C1,College,24821,2016-06-23,2017-03-06,1,1,155339.0,1.6,True
2016-06-01,1555,29,Male,C23,Bachelor,42317,2015-06-23,2016-06-22,1,1,678538.3333333334,3.0,True
2017-09-01,1556,31,Female,C26,College,21762,2017-06-08,2017-09-19,1,1,0.0,1.0,True
2016-09-01,1557,32,Male,C12,Master,47379,2016-05-23,2016-09-12,1,1,29100.0,1.0,True
2016-06-01,1558,31,Male,C22,College,34561,2015-09-29,2016-06-20,2,2,534995.0,2.0,True
2016-09-01,1559,38,Female,C14,Master,62853,2015-06-25,2016-09-22,1,1,295732.22222222225,2.0,True
2017-08-01,1560,37,Male,C7,Bachelor,44999,2012-08-13,2017-07-29,1,2,473029.5,2.15,True
2017-05-01,1561,31,Male,C25,College,30292,2016-11-15,,1,1,55151.42857142857,1.0,False
2016-05-01,1562,25,Female,C17,Master,31361,2015-06-10,2016-05-09,1,1,270028.0,1.6,True
2017-12-01,1563,42,Female,C27,Master,35176,2016-06-21,,2,2,466150.0,2.1052631578947367,False
2017-04-01,1565,36,Female,C9,Bachelor,30310,2015-10-23,2017-04-12,1,1,356162.5,2.3125,True
2017-09-01,1566,31,Female,C6,College,59451,2017-06-28,2017-09-25,3,3,0.0,1.0,True
2016-11-01,1567,36,Male,C22,Bachelor,46726,2016-07-29,2016-11-26,3,3,37900.0,1.0,True
2017-12-01,1568,34,Male,C20,Bachelor,70455,2017-12-11,,2,2,0.0,1.0,False
2017-07-01,1569,25,Male,C21,Master,56760,2015-05-13,2017-06-29,1,1,338126.3157894737,2.1052631578947367,True
2016-12-01,1570,33,Female,C21,Master,72503,2016-10-31,2016-12-07,2,2,0.0,1.0,True
2016-12-01,1571,23,Male,C16,Master,54632,2016-09-28,2016-11-30,1,1,0.0,1.0,True
2016-07-01,1572,30,Male,C8,College,21245,2016-06-06,2016-06-29,2,2,0.0,1.0,True
2017-12-01,1573,30,Female,C8,Bachelor,62349,2012-07-30,,1,2,804208.75,2.875,False
2016-11-01,1574,27,Male,C14,College,72839,2016-06-28,2016-11-22,2,2,0.0,1.0,True
2016-09-01,1575,34,Male,C15,Master,111621,2016-08-30,2016-09-22,3,3,0.0,1.0,True
2017-11-01,1576,29,Male,C26,Master,71740,2017-04-04,2017-10-30,3,3,662611.25,2.75,True
2016-12-01,1577,32,Female,C24,College,43963,2016-09-17,2016-12-01,2,2,0.0,1.0,True
2017-02-01,1578,42,Male,C13,Master,54922,2015-10-05,2017-02-09,2,2,491942.85714285716,2.2857142857142856,True
2017-12-01,1579,24,Male,C10,College,32779,2016-12-10,,1,1,559798.4615384615,2.6153846153846154,False
2017-01-01,1580,27,Male,C27,College,23149,2016-09-05,2017-01-04,2,2,0.0,1.0,True
2016-07-01,1581,29,Male,C15,College,25873,2016-06-30,2016-06-30,1,1,0.0,1.0,True
2016-06-01,1582,39,Male,C3,Bachelor,52711,2015-08-31,2016-06-20,2,2,443298.3333333333,2.0,True
2016-01-01,1583,27,Female,C16,College,12456,2015-05-07,2016-01-11,1,1,0.0,1.0,True
2017-05-01,1585,48,Male,C7,Bachelor,117644,2010-06-16,2017-05-27,2,4,1056916.4705882352,1.5294117647058822,True
2017-12-01,1586,30,Female,C6,College,75643,2017-09-20,,2,2,0.0,1.0,False
2016-07-01,1587,46,Female,C20,College,48111,2015-02-17,2016-07-09,2,2,429938.5714285714,1.8571428571428572,True
2017-12-01,1588,42,Male,C5,Bachelor,84516,2012-09-20,,1,2,814994.1666666666,3.125,False
2016-06-01,1589,39,Male,C15,Master,55037,2015-10-26,2016-06-08,3,3,243675.0,1.0,True
2017-09-01,1590,31,Female,C17,College,38396,2017-06-05,2017-09-08,2,2,0.0,1.0,True
2016-01-01,1591,28,Male,C19,Bachelor,43897,2015-12-16,2016-01-25,2,2,0.0,1.0,True
2017-12-01,1592,25,Female,C29,Master,58051,2017-05-03,,1,1,414152.5,2.375,False
2017-12-01,1593,27,Male,C28,College,49886,2017-11-23,2017-12-11,2,2,0.0,1.0,True
2017-12-01,1594,33,Male,C20,Bachelor,76101,2017-07-31,,3,3,90140.0,1.0,False
2016-08-01,1595,29,Male,C22,Bachelor,27572,2015-08-04,2016-08-27,1,1,284110.0,2.25,True
2016-09-01,1597,38,Female,C17,Bachelor,54600,2012-05-31,2016-09-19,2,2,279177.77777777775,2.0,True
2017-12-01,1598,35,Male,C20,Master,95284,2016-10-04,,4,4,828238.6666666666,1.6,False
2017-12-01,1599,30,Female,C9,Master,108812,2017-07-04,,3,3,50200.0,1.0,False
2017-07-01,1600,37,Male,C14,Master,83083,2016-08-13,2017-07-10,3,3,510439.1666666667,2.5,True
2017-01-01,1601,31,Male,C12,College,59932,2016-08-29,2017-01-19,2,2,0.0,1.0,True
2016-07-01,1602,38,Male,C10,College,22645,2015-09-12,2016-06-29,1,1,145270.0,1.4285714285714286,True
2016-01-01,1603,28,Female,C20,Master,66465,2015-10-14,2016-01-23,1,1,0.0,1.0,True
2017-12-01,1605,42,Male,C16,College,50832,2017-05-05,,1,1,540063.75,3.0,False
2017-12-01,1606,44,Female,C12,Bachelor,99127,2011-08-22,,1,3,950000.8333333334,2.75,False
2017-08-01,1607,26,Male,C15,Master,77477,2017-01-10,2017-07-29,3,3,501877.5,1.75,True
2017-04-01,1609,22,Female,C5,College,12987,2016-11-29,2017-04-13,1,1,0.0,1.0,True
2016-12-01,1610,38,Male,C7,Bachelor,116218,2016-05-30,2016-12-26,2,4,153232.85714285713,1.0,True
2016-09-01,1611,31,Male,C4,Bachelor,23537,2015-01-08,2016-09-21,1,1,512184.44444444444,2.3333333333333335,True
2017-12-01,1612,35,Male,C27,College,69697,2015-10-14,2017-12-07,2,2,526712.9166666666,2.25,True
2017-04-01,1613,33,Male,C26,College,45531,2017-01-25,2017-04-12,2,2,0.0,1.0,True
2016-01-01,1614,42,Male,C27,Bachelor,20797,2015-07-09,2016-01-14,2,2,0.0,1.0,True
2016-07-01,1616,44,Male,C14,Bachelor,100297,2014-10-23,2016-06-28,5,5,0.0,1.0,True
2017-07-01,1617,34,Male,C3,Master,45153,2017-03-13,2017-07-17,1,1,0.0,1.0,True
2017-12-01,1618,29,Male,C1,Bachelor,56985,2017-11-03,,2,2,0.0,1.0,False
2017-12-01,1619,33,Female,C16,College,44706,2017-12-08,,2,2,0.0,1.0,False
2016-09-01,1621,27,Male,C25,Master,29043,2015-01-19,2016-09-08,1,1,835515.5555555555,3.0,True
2017-12-01,1622,35,Male,C20,College,21412,2017-09-28,,2,2,0.0,1.0,False
2017-12-01,1623,37,Male,C5,Master,94437,2012-08-02,,1,3,596412.0833333334,2.25,False
2016-02-01,1624,30,Female,C13,Bachelor,72989,2015-12-02,2016-02-04,3,3,50925.0,1.0,True
2017-12-01,1625,40,Male,C29,Master,56380,2017-11-22,,3,3,82260.0,1.0,False
2017-12-01,1626,40,Male,C1,Master,113174,2017-11-03,,4,4,0.0,1.0,False
2016-11-01,1627,31,Male,C1,Bachelor,34473,2016-06-28,2016-11-14,2,2,0.0,1.0,True
2017-05-01,1628,37,Male,C27,College,35189,2017-04-20,2017-05-12,3,3,0.0,1.0,True
2016-09-01,1629,38,Male,C12,College,112424,2011-08-01,,2,4,791206.6666666666,1.6666666666666667,False
2017-01-01,1630,35,Female,C28,Bachelor,98568,2016-12-12,2017-01-18,2,2,0.0,1.0,True
2016-12-01,1631,23,Female,C6,Master,71984,2015-01-13,2016-12-17,1,3,775778.3333333334,1.75,True
2017-12-01,1632,36,Female,C3,Bachelor,81876,2017-12-06,,2,2,0.0,1.0,False
2017-12-01,1633,31,Female,C29,College,52126,2016-11-29,,2,2,469004.6153846154,2.3846153846153846,False
2017-12-01,1634,23,Female,C21,Bachelor,40818,2017-09-14,,1,1,67695.0,1.0,False
2016-03-01,1635,29,Male,C20,College,13417,2015-12-31,2016-03-16,1,1,84253.33333333333,1.0,True
2017-07-01,1636,32,Male,C12,Master,61712,2017-03-29,2017-07-18,3,3,0.0,1.0,True
2017-12-01,1637,34,Female,C1,Master,68209,2017-08-03,,3,3,189734.0,1.0,False
2017-07-01,1638,33,Female,C2,Bachelor,122837,2016-04-11,2017-06-30,3,3,3759614.375,4.0,True
2016-07-01,1639,47,Male,C8,Bachelor,50533,2015-09-01,2016-07-05,1,1,105471.42857142857,1.0,True
2017-11-01,1640,28,Male,C28,Bachelor,88169,2016-11-09,2017-11-27,3,3,905366.9230769231,2.769230769230769,True
2017-12-01,1642,50,Male,C29,Master,55774,2015-09-05,,2,2,638745.8333333334,2.25,False
2016-04-01,1643,36,Male,C25,Bachelor,47992,2015-09-10,2016-03-31,1,1,113652.5,1.0,True
2017-12-01,1644,48,Female,C9,Bachelor,105513,2011-04-28,,2,4,1201781.6666666667,2.125,False
2017-03-01,1645,25,Male,C3,College,15822,2016-10-04,2017-02-28,1,1,0.0,1.0,True
2017-08-01,1646,33,Female,C1,Master,74903,2017-05-15,2017-07-29,3,3,0.0,1.0,True
2016-04-01,1647,26,Male,C3,Master,36114,2015-09-03,2016-03-29,1,1,162692.5,1.0,True
2017-12-01,1650,31,Female,C23,College,34600,2017-12-11,,2,2,0.0,1.0,False
2017-05-01,1651,43,Male,C18,College,21942,2015-10-21,2017-05-04,1,1,284474.70588235295,2.176470588235294,True
2017-12-01,1652,33,Male,C3,Bachelor,127193,2017-05-01,,3,3,166902.5,1.375,False
2017-07-01,1653,32,Female,C19,College,16486,2017-04-27,2017-07-14,1,1,0.0,1.0,True
2017-12-01,1655,34,Female,C11,Bachelor,43252,2012-08-06,,1,2,684645.0,2.625,False
2017-12-01,1657,40,Male,C10,College,100892,2012-09-06,,1,4,891839.1666666666,2.0,False
2017-12-01,1658,30,Female,C22,Master,34234,2016-11-21,,1,1,249220.0,1.8571428571428572,False
2016-10-01,1659,25,Female,C22,Bachelor,60688,2016-08-01,2016-09-28,2,2,0.0,1.0,True
2016-04-01,1661,43,Male,C20,Bachelor,21898,2013-05-17,2016-03-29,1,1,135800.0,1.0,True
